ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,BUY_CITY-D,SELL_CITY-T1,BUY_CITY-T1,SELL_CITY-D,SELL_CITY-T2,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.623563
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.666739
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.712114
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.749599
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.785384
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.815735
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.899619
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.475842
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.516230
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.552440
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.596086
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.630664
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.678822
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.713125
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.748462
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.783195
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.821188
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.867618
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.471632
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.595945
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.631458
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.676963
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.720728
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.765086
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.811573
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.848251
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.882552
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.920890
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:57.022298
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.623869
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.685937
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.723965
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.723965
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.723965
