ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
RITC,10.07,10.07,10.09,201400.0,203700.0,243,2026-02-02 22:52:34.024150,1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!
COMP,25.3,25.23,25.3,141500.0,69900.0,243,2026-02-02 22:52:34.024150,,,,,,
RITC,10.07,10.07,10.09,201400.0,203700.0,244,2026-02-02 22:52:34.738955
COMP,25.32,25.23,25.32,141500.0,69400.0,244,2026-02-02 22:52:34.738955
RITC,10.07,10.07,10.09,203100.0,203700.0,245,2026-02-02 22:52:35.271642
COMP,25.32,25.26,25.32,141100.0,69400.0,245,2026-02-02 22:52:35.271642
RITC,10.07,10.07,10.09,202100.0,203700.0,246,2026-02-02 22:52:36.318943
COMP,25.34,25.26,25.34,141100.0,70700.0,246,2026-02-02 22:52:36.318943
RITC,10.11,10.07,10.11,202100.0,201500.0,247,2026-02-02 22:52:37.349440
COMP,25.34,25.27,25.34,140400.0,70700.0,247,2026-02-02 22:52:37.349440
RITC,10.06,10.06,10.11,200800.0,202800.0,248,2026-02-02 22:52:38.386048
COMP,25.34,25.31,25.34,141500.0,70700.0,248,2026-02-02 22:52:38.386048
RITC,10.06,10.06,10.1,201100.0,205000.0,249,2026-02-02 22:52:39.441039
COMP,25.37,25.31,25.37,142500.0,71300.0,249,2026-02-02 22:52:39.441039
RITC,10.06,10.06,10.08,201400.0,205000.0,250,2026-02-02 22:52:40.470043
COMP,25.45,25.31,25.45,142500.0,70900.0,250,2026-02-02 22:52:40.470043
RITC,10.08,10.06,10.08,203200.0,205000.0,251,2026-02-02 22:52:41.618073
COMP,25.45,25.31,25.45,141900.0,78500.0,251,2026-02-02 22:52:41.618073
RITC,10.1,10.06,10.1,200300.0,205000.0,252,2026-02-02 22:52:42.768668
COMP,25.45,25.31,25.4,141900.0,78500.0,252,2026-02-02 22:52:42.768668
RITC,10.11,10.06,10.11,200300.0,204500.0,253,2026-02-02 22:52:43.808137
COMP,25.45,25.38,25.4,140400.0,78500.0,253,2026-02-02 22:52:43.808137
RITC,10.06,10.06,10.11,201500.0,204500.0,254,2026-02-02 22:52:44.378474
COMP,25.45,25.38,25.4,140600.0,78500.0,254,2026-02-02 22:52:44.378474
RITC,10.11,10.06,10.11,201500.0,205900.0,255,2026-02-02 22:52:45.467463
COMP,25.45,25.38,25.4,142200.0,78500.0,255,2026-02-02 22:52:45.467463
RITC,10.06,10.06,10.11,200300.0,203100.0,256,2026-02-02 22:52:46.719686
COMP,25.4,25.38,25.4,141700.0,78500.0,256,2026-02-02 22:52:46.719686
RITC,10.06,10.08,10.11,203500.0,203100.0,257,2026-02-02 22:52:47.451957
COMP,25.4,25.43,25.45,139400.0,70900.0,257,2026-02-02 22:52:47.451957
RITC,10.06,10.09,10.11,204000.0,203100.0,258,2026-02-02 22:52:48.499601
COMP,25.47,25.46,25.47,137400.0,72000.0,258,2026-02-02 22:52:48.499601
RITC,10.06,10.09,10.11,202300.0,204100.0,259,2026-02-02 22:52:49.700582
COMP,25.48,25.46,25.48,137400.0,69700.0,259,2026-02-02 22:52:49.700582
RITC,10.11,10.09,10.11,202300.0,204300.0,260,2026-02-02 22:52:50.753473
COMP,25.49,25.46,25.49,137400.0,67500.0,260,2026-02-02 22:52:50.753473
RITC,10.09,10.09,10.11,202300.0,204500.0,261,2026-02-02 22:52:51.818011
COMP,25.49,25.46,25.49,135300.0,67500.0,261,2026-02-02 22:52:51.818011
RITC,10.11,10.09,10.11,203500.0,204800.0,262,2026-02-02 22:52:52.849323
COMP,25.49,25.46,25.49,137000.0,67500.0,262,2026-02-02 22:52:52.849323
RITC,10.11,10.09,10.11,203700.0,204800.0,263,2026-02-02 22:52:53.395098
COMP,25.49,25.46,25.49,135200.0,67500.0,263,2026-02-02 22:52:53.395098
RITC,10.12,10.09,10.12,203700.0,203800.0,264,2026-02-02 22:52:54.450983
COMP,25.5,25.54,25.56,134400.0,67000.0,264,2026-02-02 22:52:54.450983
RITC,10.12,10.09,10.12,205000.0,206200.0,265,2026-02-02 22:52:55.483289
COMP,25.56,25.54,25.56,134400.0,67000.0,265,2026-02-02 22:52:55.483289
RITC,10.12,10.09,10.12,205000.0,206200.0,266,2026-02-02 22:52:56.526646
COMP,25.3,25.56,25.67,134000.0,67500.0,266,2026-02-02 22:52:56.526646
RITC,10.12,10.09,10.12,202700.0,203700.0,267,2026-02-02 22:52:57.582159
COMP,25.3,25.56,25.61,134000.0,75000.0,267,2026-02-02 22:52:57.582159
RITC,10.12,10.09,10.12,203500.0,203700.0,268,2026-02-02 22:52:58.627773
COMP,25.67,25.65,25.67,134400.0,67500.0,268,2026-02-02 22:52:58.627773
RITC,10.12,10.09,10.12,202900.0,203500.0,269,2026-02-02 22:52:59.677059
COMP,25.65,25.57,25.64,133900.0,75400.0,269,2026-02-02 22:52:59.677059
RITC,10.12,10.11,10.12,197700.0,203500.0,270,2026-02-02 22:53:00.811131
COMP,25.64,25.57,25.64,133900.0,75400.0,270,2026-02-02 22:53:00.811131
RITC,10.12,10.11,10.12,202000.0,203500.0,271,2026-02-02 22:53:01.997760
COMP,25.64,25.57,25.64,133400.0,75400.0,271,2026-02-02 22:53:01.997760
RITC,10.12,10.11,10.12,201700.0,203500.0,272,2026-02-02 22:53:02.608917
COMP,25.57,25.57,25.64,135000.0,75400.0,272,2026-02-02 22:53:02.608917
COMP,25.4,25.4,25.47,140000.0,137500.0,0,364,2026-02-02 22:54:35.064182
RITC,10.89,10.89,10.91,192000.0,90300.0,0,365,2026-02-02 22:54:36.202833
COMP,25.38,25.38,25.47,141600.0,137500.0,0,365,2026-02-02 22:54:36.202833
RITC,10.92,10.91,10.92,190700.0,93000.0,0,366,2026-02-02 22:54:37.242316
COMP,25.38,25.41,25.47,139400.0,137500.0,0,366,2026-02-02 22:54:37.242316
RITC,10.92,10.92,10.93,191500.0,91800.0,0,367,2026-02-02 22:54:38.288182
COMP,25.38,25.41,25.46,139400.0,137300.0,0,367,2026-02-02 22:54:38.288182
RITC,10.92,10.92,10.93,191500.0,100100.0,0,368,2026-02-02 22:54:39.323600
COMP,25.38,25.41,25.43,139400.0,137500.0,0,368,2026-02-02 22:54:39.323600
RITC,10.93,10.92,10.93,191500.0,103200.0,0,369,2026-02-02 22:54:40.352066
COMP,25.38,25.41,25.43,137800.0,137700.0,0,369,2026-02-02 22:54:40.352066
RITC,10.93,10.92,10.93,191500.0,94900.0,0,370,2026-02-02 22:54:41.402164
COMP,25.43,25.41,25.43,137800.0,137700.0,0,370,2026-02-02 22:54:41.402164
RITC,10.93,10.93,10.96,196600.0,91900.0,0,371,2026-02-02 22:54:42.554068
COMP,25.37,25.37,25.43,141800.0,138100.0,0,371,2026-02-02 22:54:42.554068
RITC,10.96,10.93,10.96,196600.0,100400.0,0,372,2026-02-02 22:54:43.171756
COMP,25.36,25.36,25.43,142300.0,138100.0,0,372,2026-02-02 22:54:43.171756
RITC,10.96,10.94,10.96,195700.0,89500.0,0,373,2026-02-02 22:54:44.190326
COMP,25.36,25.31,25.34,140300.0,138000.0,0,373,2026-02-02 22:54:44.190326
RITC,10.96,10.98,11.01,196500.0,87300.0,0,374,2026-02-02 22:54:45.217201
COMP,25.34,25.4,25.43,141600.0,138100.0,0,374,2026-02-02 22:54:45.217201
RITC,10.98,10.98,11.0,195100.0,96000.0,0,375,2026-02-02 22:54:46.242637
COMP,25.34,25.4,25.43,141600.0,138100.0,0,375,2026-02-02 22:54:46.242637
RITC,10.98,10.98,11.0,193800.0,105800.0,0,376,2026-02-02 22:54:47.276296
COMP,25.4,25.31,25.38,140300.0,138300.0,0,376,2026-02-02 22:54:47.276296
RITC,10.98,10.96,10.98,192700.0,114800.0,0,377,2026-02-02 22:54:48.302059
COMP,25.4,25.31,25.38,140300.0,136900.0,0,377,2026-02-02 22:54:48.302059
RITC,10.94,10.94,10.98,194400.0,114800.0,0,378,2026-02-02 22:54:49.333682
COMP,25.31,25.31,25.36,140300.0,138300.0,0,378,2026-02-02 22:54:49.333682
RITC,10.98,10.98,11.0,191800.0,105800.0,0,379,2026-02-02 22:54:50.373538
COMP,25.31,25.31,25.33,140300.0,139100.0,0,379,2026-02-02 22:54:50.373538
RITC,10.98,10.98,11.0,194000.0,105800.0,0,380,2026-02-02 22:54:51.418108
COMP,25.31,25.31,25.33,140300.0,138300.0,0,380,2026-02-02 22:54:51.418108
RITC,11.01,10.98,11.01,194000.0,87300.0,0,381,2026-02-02 22:54:52.453377
COMP,25.31,25.31,25.33,140700.0,138300.0,0,381,2026-02-02 22:54:52.453377
RITC,11.01,10.98,10.99,195100.0,96600.0,0,382,2026-02-02 22:54:53.490131
COMP,25.31,25.31,25.33,140700.0,139300.0,0,382,2026-02-02 22:54:53.490131
RITC,10.98,10.98,10.99,194100.0,96600.0,0,383,2026-02-02 22:54:54.023301
COMP,25.31,25.31,25.33,140700.0,139300.0,0,383,2026-02-02 22:54:54.023301
RITC,10.99,10.98,10.99,193000.0,96600.0,0,384,2026-02-02 22:54:55.079234
COMP,25.31,25.31,25.33,141700.0,138000.0,0,384,2026-02-02 22:54:55.079234
RITC,10.99,10.98,10.99,193200.0,104500.0,0,385,2026-02-02 22:54:56.143841
COMP,25.31,25.31,25.33,141700.0,139600.0,0,385,2026-02-02 22:54:56.143841
RITC,10.99,10.98,10.99,193200.0,95200.0,0,386,2026-02-02 22:54:57.224361
COMP,25.31,25.31,25.33,141700.0,138900.0,0,386,2026-02-02 22:54:57.224361
RITC,10.96,10.96,10.99,191200.0,95200.0,0,387,2026-02-02 22:54:58.273192
COMP,25.27,25.27,25.33,140700.0,138900.0,0,387,2026-02-02 22:54:58.273192
RITC,11.01,10.99,11.01,190700.0,87300.0,0,388,2026-02-02 22:54:59.307889
COMP,25.27,25.31,25.33,139800.0,139000.0,0,388,2026-02-02 22:54:59.307889
RITC,11.01,10.99,11.01,188400.0,87300.0,0,389,2026-02-02 22:55:00.336324
COMP,25.33,25.31,25.33,139800.0,138900.0,0,389,2026-02-02 22:55:00.336324
RITC,11.01,10.99,11.01,189400.0,97100.0,0,390,2026-02-02 22:55:01.367686
COMP,25.31,25.27,25.33,140700.0,139100.0,0,390,2026-02-02 22:55:01.367686
RITC,10.99,10.99,11.0,189400.0,107400.0,0,391,2026-02-02 22:55:02.407279
COMP,25.33,25.33,25.34,141100.0,139400.0,0,391,2026-02-02 22:55:02.407279
RITC,10.98,10.98,11.0,190600.0,107400.0,0,392,2026-02-02 22:55:03.443679
COMP,25.33,25.33,25.34,141900.0,139400.0,0,392,2026-02-02 22:55:03.443679
RITC,10.98,10.98,11.0,188700.0,107400.0,0,393,2026-02-02 22:55:04.474123
COMP,25.33,25.33,25.34,141900.0,138500.0,0,393,2026-02-02 22:55:04.474123
RITC,10.98,10.98,11.0,188600.0,107400.0,0,394,2026-02-02 22:55:05.502955
COMP,25.33,25.33,25.34,141900.0,140500.0,0,394,2026-02-02 22:55:05.502955
RITC,10.98,10.99,11.0,189400.0,116900.0,0,395,2026-02-02 22:55:06.547261
COMP,25.33,25.33,25.34,141900.0,141400.0,0,395,2026-02-02 22:55:06.547261
RITC,11.0,10.99,11.0,186700.0,116900.0,0,396,2026-02-02 22:55:07.581271
COMP,25.33,25.33,25.34,141900.0,142900.0,0,396,2026-02-02 22:55:07.581271
RITC,11.01,10.99,11.01,186700.0,97800.0,0,397,2026-02-02 22:55:08.120798
COMP,25.33,25.33,25.34,141900.0,143700.0,0,397,2026-02-02 22:55:08.120798
RITC,11.02,11.0,11.02,186700.0,88300.0,0,398,2026-02-02 22:55:09.195582
COMP,25.33,25.33,25.34,141900.0,145200.0,0,398,2026-02-02 22:55:09.195582
RITC,11.02,11.0,11.02,186700.0,108000.0,0,399,2026-02-02 22:55:10.260951
COMP,25.3,25.3,25.34,140900.0,145100.0,0,399,2026-02-02 22:55:10.260951
RITC,11.02,11.0,11.01,186500.0,116300.0,0,400,2026-02-02 22:55:11.294432
COMP,25.3,25.3,25.34,140900.0,145400.0,0,400,2026-02-02 22:55:11.294432
RITC,11.02,11.0,11.02,187800.0,116800.0,0,401,2026-02-02 22:55:12.328943
COMP,25.3,25.3,25.31,140900.0,142800.0,0,401,2026-02-02 22:55:12.328943
RITC,11.02,11.0,11.02,188200.0,125500.0,0,402,2026-02-02 22:55:13.358488
COMP,25.26,25.26,25.31,139800.0,142800.0,0,402,2026-02-02 22:55:13.358488
RITC,11.02,11.01,11.02,188400.0,125500.0,0,403,2026-02-02 22:55:14.390629
COMP,25.26,25.26,25.28,139800.0,142300.0,0,403,2026-02-02 22:55:14.390629
RITC,11.02,11.01,11.02,188400.0,105800.0,0,404,2026-02-02 22:55:15.416111
COMP,25.26,25.26,25.28,139800.0,142100.0,0,404,2026-02-02 22:55:15.416111
RITC,11.02,11.01,11.02,186900.0,105800.0,0,405,2026-02-02 22:55:16.443320
COMP,25.26,25.26,25.28,141000.0,142100.0,0,405,2026-02-02 22:55:16.443320
RITC,11.02,11.01,11.02,185600.0,105800.0,0,406,2026-02-02 22:55:17.467672
COMP,25.26,25.26,25.28,141000.0,141100.0,0,406,2026-02-02 22:55:17.467672
RITC,11.03,11.01,11.03,185500.0,97100.0,0,407,2026-02-02 22:55:18.495532
COMP,25.26,25.26,25.28,141000.0,142500.0,0,407,2026-02-02 22:55:18.495532
RITC,11.03,11.01,11.03,185500.0,86200.0,0,408,2026-02-02 22:55:19.523515
COMP,25.26,25.26,25.27,141000.0,142800.0,0,408,2026-02-02 22:55:19.523515
RITC,11.04,11.06,11.08,186200.0,84400.0,0,409,2026-02-02 22:55:20.551816
COMP,25.26,25.26,25.27,141000.0,144800.0,0,409,2026-02-02 22:55:20.551816
RITC,11.04,11.06,11.08,186200.0,84400.0,0,410,2026-02-02 22:55:21.589874
COMP,25.26,25.26,25.27,141000.0,144800.0,0,410,2026-02-02 22:55:21.589874
RITC,11.08,11.09,11.1,187000.0,85700.0,0,411,2026-02-02 22:55:22.626609
COMP,25.26,25.26,25.27,141000.0,144000.0,0,411,2026-02-02 22:55:22.626609
RITC,11.11,11.09,11.11,186500.0,86100.0,0,412,2026-02-02 22:55:23.656652
COMP,25.26,25.26,25.27,141000.0,142100.0,0,412,2026-02-02 22:55:23.656652
RITC,11.11,11.09,11.11,186500.0,86100.0,0,413,2026-02-02 22:55:24.186504
COMP,25.26,25.26,25.27,141000.0,141500.0,0,413,2026-02-02 22:55:24.186504
RITC,11.11,11.09,11.11,186600.0,86100.0,0,414,2026-02-02 22:55:25.219216
COMP,25.27,25.26,25.27,141000.0,141900.0,0,414,2026-02-02 22:55:25.219216
RITC,11.12,11.14,11.17,186000.0,85800.0,0,415,2026-02-02 22:55:26.269454
COMP,25.28,25.26,25.28,141000.0,143200.0,0,415,2026-02-02 22:55:26.269454
RITC,11.17,11.14,11.17,185100.0,85800.0,0,416,2026-02-02 22:55:27.334683
COMP,25.28,25.26,25.28,141000.0,143200.0,0,416,2026-02-02 22:55:27.334683
RITC,11.17,11.16,11.17,175100.0,1400.0,86300.0,0,417,2026-02-02 22:55:28.413913
COMP,25.28,25.26,25.28,141000.0,,142000.0,0,417,2026-02-02 22:55:28.413913
RITC,11.17,11.17,11.19,174100.0,1400.0,87600.0,0,418,2026-02-02 22:55:29.466363
COMP,25.28,25.26,25.28,141000.0,,142400.0,0,418,2026-02-02 22:55:29.466363
RITC,11.19,11.19,11.2,170300.0,1400.0,87900.0,0,419,2026-02-02 22:55:30.500675
COMP,25.28,25.27,25.28,140600.0,,142400.0,0,419,2026-02-02 22:55:30.500675
RITC,11.21,11.19,11.21,170300.0,1400.0,89600.0,0,420,2026-02-02 22:55:31.552188
COMP,25.26,25.26,25.28,139200.0,,142400.0,0,420,2026-02-02 22:55:31.552188
RITC,11.21,11.2,11.21,179600.0,89600.0,0,0,421,2026-02-02 22:55:32.366696
COMP,25.26,25.26,25.28,139200.0,142400.0,0,0,421,2026-02-02 22:55:32.366696
RITC,11.25,11.2,11.25,180400.0,90900.0,0,0,422,2026-02-02 22:55:33.449033
COMP,25.25,25.25,25.28,139600.0,142400.0,0,0,422,2026-02-02 22:55:33.449033
RITC,11.25,11.22,11.25,175900.0,90900.0,0,0,423,2026-02-02 22:55:34.476177
COMP,25.23,25.23,25.28,141500.0,141600.0,0,0,423,2026-02-02 22:55:34.476177
RITC,11.25,11.23,11.25,176600.0,90900.0,0,0,424,2026-02-02 22:55:35.501534
COMP,25.23,25.23,25.28,141500.0,140300.0,0,0,424,2026-02-02 22:55:35.501534
RITC,11.25,11.23,11.25,176300.0,90900.0,0,0,425,2026-02-02 22:55:36.541919
COMP,25.23,25.23,25.28,141500.0,140000.0,0,0,425,2026-02-02 22:55:36.541919
RITC,11.25,11.24,11.25,171800.0,90900.0,0,0,426,2026-02-02 22:55:37.583048
COMP,25.23,25.22,25.23,142000.0,139900.0,0,0,426,2026-02-02 22:55:37.583048
RITC,11.27,11.24,11.27,175200.0,88700.0,0,0,428,2026-02-02 22:55:39.550856
COMP,25.21,25.21,25.23,143600.0,139900.0,0,0,428,2026-02-02 22:55:39.550856
RITC,11.27,11.27,11.29,175600.0,86100.0,0,0,429,2026-02-02 22:55:40.513827
COMP,25.21,25.21,25.23,145200.0,139900.0,0,0,429,2026-02-02 22:55:40.513827
RITC,11.27,11.27,11.29,176400.0,94900.0,0,0,430,2026-02-02 22:55:41.567593
COMP,25.21,25.21,25.23,145200.0,139900.0,0,0,430,2026-02-02 22:55:41.567593
RITC,11.26,11.28,11.29,173200.0,94900.0,0,0,431,2026-02-02 22:55:42.601840
COMP,25.2,25.2,25.23,142900.0,141000.0,0,0,431,2026-02-02 22:55:42.601840
RITC,11.26,11.26,11.3,173400.0,86400.0,0,0,432,2026-02-02 22:55:43.748012
COMP,25.23,25.2,25.23,142900.0,139800.0,0,0,432,2026-02-02 22:55:43.748012
RITC,11.26,11.27,11.3,173200.0,86400.0,0,0,433,2026-02-02 22:55:44.275705
COMP,25.23,25.2,25.23,143800.0,139800.0,0,0,433,2026-02-02 22:55:44.275705
RITC,11.24,11.24,11.3,172600.0,86400.0,0,0,434,2026-02-02 22:55:45.307877
COMP,25.23,25.2,25.23,143800.0,139100.0,0,0,434,2026-02-02 22:55:45.307877
RITC,11.3,11.3,11.31,175900.0,86900.0,0,0,435,2026-02-02 22:55:46.341546
COMP,25.18,25.18,25.23,142500.0,139100.0,0,0,435,2026-02-02 22:55:46.341546
RITC,11.3,11.26,11.28,175600.0,103900.0,0,0,436,2026-02-02 22:55:47.510824
COMP,25.18,25.18,25.23,140600.0,139100.0,0,0,436,2026-02-02 22:55:47.510824
RITC,11.3,11.26,11.28,175600.0,121600.0,0,0,437,2026-02-02 22:55:48.574492
COMP,25.21,25.21,25.23,142900.0,139100.0,0,0,437,2026-02-02 22:55:48.574492
RITC,11.28,11.26,11.28,175600.0,121600.0,0,0,438,2026-02-02 22:55:49.619917
COMP,25.21,25.21,25.23,142900.0,137500.0,0,0,438,2026-02-02 22:55:49.619917
RITC,11.26,11.24,11.25,172200.0,140500.0,0,0,439,2026-02-02 22:55:50.657642
COMP,25.18,25.18,25.23,139100.0,137500.0,0,0,439,2026-02-02 22:55:50.657642
RITC,11.24,11.24,11.25,174200.0,140500.0,0,0,440,2026-02-02 22:55:51.690284
COMP,25.18,25.18,25.2,139100.0,136100.0,0,0,440,2026-02-02 22:55:51.690284
RITC,11.25,11.24,11.25,172200.0,140500.0,0,0,441,2026-02-02 22:55:52.751472
COMP,25.16,25.16,25.18,139300.0,137000.0,0,0,441,2026-02-02 22:55:52.751472
RITC,11.25,11.24,11.25,175000.0,140500.0,0,0,442,2026-02-02 22:55:53.434954
COMP,25.15,25.15,25.18,140400.0,137000.0,0,0,442,2026-02-02 22:55:53.434954
RITC,11.25,11.25,11.26,175000.0,138000.0,0,0,443,2026-02-02 22:55:54.550431
COMP,25.17,25.15,25.17,140400.0,136800.0,0,0,443,2026-02-02 22:55:54.550431
RITC,11.25,11.24,11.25,175000.0,156700.0,0,0,444,2026-02-02 22:55:55.590548
COMP,25.2,25.14,25.2,141400.0,136100.0,0,0,444,2026-02-02 22:55:55.590548
RITC,11.23,11.23,11.25,174600.0,156700.0,0,0,445,2026-02-02 22:55:56.773903
COMP,25.13,25.13,25.2,140100.0,136100.0,0,0,445,2026-02-02 22:55:56.773903
RITC,11.23,11.23,11.24,172900.0,164400.0,0,0,446,2026-02-02 22:55:57.800552
COMP,25.15,25.15,25.2,140500.0,136100.0,0,0,446,2026-02-02 22:55:57.800552
RITC,11.23,11.23,11.24,172900.0,171600.0,0,0,447,2026-02-02 22:55:58.330726
COMP,25.15,25.15,25.18,140500.0,135400.0,0,0,447,2026-02-02 22:55:58.330726
RITC,11.23,11.23,11.24,172900.0,173300.0,0,0,448,2026-02-02 22:55:59.377924
COMP,25.18,25.18,25.2,141200.0,136100.0,0,0,448,2026-02-02 22:55:59.377924
RITC,11.24,11.23,11.24,172900.0,173800.0,0,0,449,2026-02-02 22:56:00.459187
COMP,25.24,25.18,25.24,141200.0,138900.0,0,0,449,2026-02-02 22:56:00.459187
RITC,11.23,11.23,11.24,173000.0,177200.0,0,0,450,2026-02-02 22:56:01.999480
COMP,25.18,25.18,25.24,142400.0,138900.0,0,0,450,2026-02-02 22:56:01.999480
RITC,11.23,11.23,11.24,173000.0,178200.0,0,0,451,2026-02-02 22:56:03.126297
COMP,25.13,25.13,25.26,141300.0,139900.0,0,0,451,2026-02-02 22:56:03.126297
RITC,11.23,11.23,11.24,173000.0,179400.0,0,0,452,2026-02-02 22:56:04.028184
COMP,25.13,25.2,25.26,140500.0,139900.0,0,0,452,2026-02-02 22:56:04.028184
RITC,11.23,11.23,11.24,173000.0,180600.0,0,0,453,2026-02-02 22:56:04.667937
COMP,25.13,25.2,25.26,140500.0,139900.0,0,0,453,2026-02-02 22:56:04.667937
RITC,11.22,11.22,11.24,173400.0,180600.0,0,0,454,2026-02-02 22:56:05.741034
COMP,25.13,25.21,25.26,139400.0,139900.0,0,0,454,2026-02-02 22:56:05.741034
RITC,11.22,11.22,11.24,178000.0,180600.0,0,0,455,2026-02-02 22:56:06.459759
COMP,25.26,25.25,25.26,138300.0,139900.0,0,0,455,2026-02-02 22:56:06.459759
RITC,11.22,11.21,11.22,179300.0,180500.0,0,0,456,2026-02-02 22:56:07.534680
COMP,25.26,25.25,25.26,139100.0,139900.0,0,0,456,2026-02-02 22:56:07.534680
RITC,11.21,11.21,11.22,178700.0,176600.0,0,0,457,2026-02-02 22:56:08.886287
COMP,25.26,25.25,25.26,138200.0,140000.0,0,0,457,2026-02-02 22:56:08.886287
RITC,11.2,11.2,11.22,176000.0,176600.0,0,0,458,2026-02-02 22:56:09.833319
COMP,25.26,25.25,25.26,138200.0,140000.0,0,0,458,2026-02-02 22:56:09.833319
RITC,11.2,11.2,11.22,176000.0,174900.0,0,0,459,2026-02-02 22:56:10.699671
COMP,25.26,25.25,25.26,138900.0,140000.0,0,0,459,2026-02-02 22:56:10.699671
RITC,11.19,11.19,11.21,176800.0,174600.0,0,0,460,2026-02-02 22:56:11.877231
COMP,25.28,25.25,25.28,138900.0,140700.0,0,0,460,2026-02-02 22:56:11.877231
RITC,11.19,11.19,11.2,176800.0,175700.0,0,0,461,2026-02-02 22:56:12.435082
COMP,25.28,25.25,25.28,141400.0,140700.0,0,0,461,2026-02-02 22:56:12.435082
RITC,11.19,11.19,11.2,176800.0,177200.0,0,0,462,2026-02-02 22:56:13.643479
COMP,25.28,25.25,25.28,139500.0,142600.0,0,0,462,2026-02-02 22:56:13.643479
RITC,11.18,11.18,11.19,179400.0,177600.0,0,0,463,2026-02-02 22:56:14.733354
COMP,25.28,25.25,25.28,139500.0,142100.0,0,0,463,2026-02-02 22:56:14.733354
RITC,11.18,11.18,11.19,179400.0,175300.0,0,0,464,2026-02-02 22:56:15.799042
COMP,25.28,25.28,25.29,140500.0,141300.0,0,0,464,2026-02-02 22:56:15.799042
RITC,11.17,11.17,11.19,178700.0,175300.0,0,0,465,2026-02-02 22:56:16.840569
COMP,25.29,25.28,25.29,140500.0,140400.0,0,0,465,2026-02-02 22:56:16.840569
RITC,11.17,11.17,11.19,178700.0,172500.0,0,0,466,2026-02-02 22:56:17.454665
COMP,25.29,25.28,25.29,140500.0,142500.0,0,0,466,2026-02-02 22:56:17.454665
RITC,11.16,11.16,11.17,181500.0,174200.0,0,0,467,2026-02-02 22:56:18.518911
COMP,25.29,25.28,25.29,142100.0,142500.0,0,0,467,2026-02-02 22:56:18.518911
RITC,11.16,11.16,11.17,181500.0,174600.0,0,0,468,2026-02-02 22:56:19.551510
COMP,25.29,25.28,25.29,141500.0,142500.0,0,0,468,2026-02-02 22:56:19.551510
RITC,11.14,11.14,11.17,181600.0,174600.0,0,0,469,2026-02-02 22:56:20.610771
COMP,25.29,25.29,25.3,140600.0,145000.0,0,0,469,2026-02-02 22:56:20.610771
RITC,11.14,11.11,11.12,183400.0,175200.0,0,0,470,2026-02-02 22:56:21.652446
COMP,25.28,25.28,25.3,140400.0,145000.0,0,0,470,2026-02-02 22:56:21.652446
RITC,11.14,11.11,11.12,183400.0,175800.0,0,0,471,2026-02-02 22:56:22.766682
COMP,25.31,25.28,25.31,140400.0,143900.0,0,0,471,2026-02-02 22:56:22.766682
RITC,11.1,11.1,11.12,184800.0,175300.0,0,0,472,2026-02-02 22:56:23.849341
COMP,25.31,25.28,25.31,141600.0,143900.0,0,0,472,2026-02-02 22:56:23.849341
RITC,11.09,11.09,11.12,183300.0,172500.0,0,0,473,2026-02-02 22:56:24.878917
COMP,25.31,25.28,25.31,141600.0,145000.0,0,0,473,2026-02-02 22:56:24.878917
RITC,11.09,11.09,11.12,184000.0,171500.0,0,0,474,2026-02-02 22:56:25.682969
COMP,25.31,25.28,25.31,141700.0,145000.0,0,0,474,2026-02-02 22:56:25.682969
RITC,11.09,11.09,11.1,183400.0,172900.0,0,0,475,2026-02-02 22:56:26.724496
COMP,25.25,25.25,25.31,140700.0,145000.0,0,0,475,2026-02-02 22:56:26.724496
RITC,11.09,11.09,11.1,182000.0,171300.0,0,0,476,2026-02-02 22:56:27.803202
COMP,25.25,25.27,25.31,139800.0,145000.0,0,0,476,2026-02-02 22:56:27.803202
RITC,11.09,11.09,11.1,183100.0,173100.0,0,0,477,2026-02-02 22:56:28.881974
COMP,25.25,25.27,25.31,139800.0,145000.0,0,0,477,2026-02-02 22:56:28.881974
RITC,11.09,11.09,11.1,183300.0,173900.0,0,0,478,2026-02-02 22:56:29.916139
COMP,25.25,25.27,25.31,136500.0,145000.0,0,0,478,2026-02-02 22:56:29.916139
RITC,11.09,11.08,11.09,183900.0,174900.0,0,0,479,2026-02-02 22:56:30.939022
COMP,25.31,25.27,25.31,136500.0,145400.0,0,0,479,2026-02-02 22:56:30.939022
RITC,11.08,11.06,11.08,186300.0,175500.0,0,0,480,2026-02-02 22:56:31.962445
COMP,25.31,25.27,25.31,132500.0,145400.0,0,0,480,2026-02-02 22:56:31.962445
RITC,11.08,11.08,11.09,185600.0,176900.0,0,0,481,2026-02-02 22:56:32.999490
COMP,25.32,25.27,25.32,132500.0,146200.0,0,0,481,2026-02-02 22:56:32.999490
RITC,11.06,11.06,11.09,188300.0,176900.0,0,0,482,2026-02-02 22:56:33.540714
COMP,25.32,25.28,25.32,134700.0,146200.0,0,0,482,2026-02-02 22:56:33.540714
RITC,11.06,11.08,11.09,188900.0,174900.0,0,0,483,2026-02-02 22:56:34.575992
COMP,25.32,25.28,25.32,134700.0,146000.0,0,0,483,2026-02-02 22:56:34.575992
RITC,11.09,11.08,11.09,188900.0,173700.0,0,0,484,2026-02-02 22:56:35.616243
