ticker,last_price,bid_price,ask_price,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_ANON,SELL_OTWA-1,BUY_ANON,tick,timestamp
FSR,30.47,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-04 15:59:06.844521,,,,,,
ATB,62.2,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-04 15:59:06.844521,,,,,,
SPK,52.75,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-04 15:59:06.844521,,,,,,
EEC,48.0,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-04 15:59:06.844521,,,,,,
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
PHR,47.35,47.34,47.36,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
BYL,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
CLD,79.97,79.96,79.98,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
GGD,31.31,31.3,31.32,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
PNR,59.85,59.84,59.86,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
ATB,61.9,61.89,61.91,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
SPK,52.66,52.65,52.67,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
EEC,47.79,47.78,47.8,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-04 15:59:07.386274
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
PHR,46.79,46.78,46.8,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
BYL,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
CLD,80.13,80.12,80.14,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
GGD,31.28,31.27,31.29,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
PNR,59.69,59.68,59.7,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
ATB,62.17,62.16,62.18,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
SPK,52.62,52.61,52.63,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
EEC,47.57,47.56,47.58,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-04 15:59:08.479409
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
PHR,46.89,46.88,46.9,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
BYL,43.62,43.61,43.63,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
CLD,79.63,79.62,79.64,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
GGD,31.31,31.3,31.32,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
PNR,59.7,59.69,59.71,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
ATB,62.91,62.9,62.92,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
SPK,52.74,52.73,52.75,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
EEC,47.85,47.84,47.86,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-04 15:59:09.530590
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
PHR,47.34,47.33,47.35,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
BYL,43.49,43.48,43.5,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
CLD,79.44,79.43,79.45,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
PNR,59.64,59.63,59.65,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
FSR,30.45,30.44,30.46,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
ATB,63.09,63.08,63.1,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
SPK,52.52,52.51,52.53,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
EEC,47.46,47.45,47.47,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-04 15:59:10.575653
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
PHR,47.12,47.11,47.13,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
BYL,43.19,43.18,43.2,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
CLD,78.86,78.85,78.87,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
PNR,59.77,59.76,59.78,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
ATB,63.11,63.1,63.12,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
SPK,52.59,52.58,52.6,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
EEC,47.57,47.56,47.58,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-04 15:59:11.629974
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
PHR,47.04,47.03,47.05,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
BYL,43.0,42.99,43.01,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
CLD,78.45,78.44,78.46,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
PNR,59.88,59.87,59.89,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
FSR,30.53,30.52,30.54,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
ATB,62.97,62.96,62.98,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
SPK,52.58,52.57,52.59,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
EEC,47.74,47.73,47.75,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-04 15:59:12.673618
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
PHR,46.62,46.61,46.63,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
BYL,43.27,43.26,43.28,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
CLD,79.04,79.03,79.05,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
GGD,31.29,31.28,31.3,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
PNR,59.93,59.92,59.94,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
FSR,30.49,30.48,30.5,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
ATB,62.86,62.85,62.87,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
SPK,52.31,52.3,52.32,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
EEC,47.3,47.29,47.31,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-04 15:59:13.720482
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
PHR,46.53,46.52,46.54,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
BYL,43.29,43.28,43.3,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
CLD,79.23,79.22,79.24,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
GGD,31.24,31.23,31.25,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
PNR,59.68,59.67,59.69,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
ATB,63.0,62.99,63.01,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
SPK,52.14,52.13,52.15,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
EEC,47.08,47.07,47.09,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-04 15:59:14.762818
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
PHR,46.55,46.54,46.56,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
BYL,43.21,43.2,43.22,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
GGD,31.29,31.28,31.3,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
PNR,59.67,59.66,59.68,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
ATB,62.89,62.88,62.9,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
SPK,51.89,51.88,51.9,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
EEC,46.64,46.63,46.65,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-04 15:59:15.798267
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
PHR,47.02,47.01,47.03,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
BYL,43.28,43.27,43.29,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
GGD,31.32,31.31,31.33,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
PNR,59.84,59.83,59.85,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
ATB,62.57,62.56,62.58,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
SPK,52.18,52.17,52.19,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
EEC,47.23,47.22,47.24,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-04 15:59:16.833507
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
PHR,46.45,46.44,46.46,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
BYL,43.29,43.28,43.3,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
CLD,79.04,79.03,79.05,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
PNR,59.94,59.93,59.95,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
ATB,62.82,62.81,62.83,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
SPK,52.05,52.04,52.06,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
EEC,47.04,47.03,47.05,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-04 15:59:17.864019
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
PHR,46.67,46.66,46.68,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
BYL,43.33,43.32,43.34,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
CLD,79.26,79.25,79.27,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
PNR,59.78,59.77,59.79,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
FSR,30.66,30.65,30.67,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
ATB,62.97,62.96,62.98,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
SPK,52.05,52.04,52.06,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
EEC,46.87,46.86,46.88,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 15:59:18.907534
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
PHR,47.11,47.1,47.12,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
BYL,43.3,43.29,43.31,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
CLD,79.21,79.2,79.22,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
PNR,59.71,59.7,59.72,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
FSR,30.67,30.66,30.68,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
ATB,62.68,62.67,62.69,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
SPK,51.81,51.8,51.82,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
EEC,46.46,46.45,46.47,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 15:59:19.451978
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
PHR,47.12,47.11,47.13,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
BYL,43.45,43.44,43.46,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
CLD,79.48,79.47,79.49,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
GGD,31.45,31.44,31.46,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
PNR,59.9,59.89,59.91,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
FSR,30.65,30.64,30.66,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
ATB,62.66,62.65,62.67,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
SPK,51.57,51.56,51.58,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
EEC,45.98,45.97,45.99,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 15:59:20.510568
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
PHR,47.38,47.37,47.39,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
BYL,43.39,43.38,43.4,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
CLD,79.57,79.56,79.58,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
PNR,59.74,59.73,59.75,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
FSR,30.63,30.62,30.64,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
ATB,62.53,62.52,62.54,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
SPK,51.6,51.59,51.61,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
EEC,46.0,45.99,46.01,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 15:59:21.551509
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
PHR,47.14,47.13,47.15,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
BYL,43.47,43.46,43.48,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
CLD,79.7,79.69,79.71,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
GGD,31.52,31.51,31.53,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
PNR,59.82,59.81,59.83,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
ATB,62.96,62.95,62.97,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
SPK,51.52,51.51,51.53,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
EEC,45.93,45.92,45.94,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 15:59:22.586218
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
PHR,46.93,46.92,46.94,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
BYL,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
CLD,79.91,79.9,79.92,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
GGD,31.48,31.47,31.49,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
PNR,59.8,59.79,59.81,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
ATB,62.88,62.87,62.89,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
SPK,51.45,51.44,51.46,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
EEC,45.89,45.88,45.9,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 15:59:23.622897
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
PHR,46.83,46.82,46.84,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
BYL,43.32,43.31,43.33,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
CLD,79.11,79.1,79.12,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
PNR,59.96,59.95,59.97,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
ATB,62.48,62.47,62.49,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
SPK,51.41,51.4,51.42,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
EEC,45.78,45.77,45.79,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 15:59:24.655742
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
PHR,46.96,46.95,46.97,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
BYL,43.4,43.39,43.41,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
CLD,79.26,79.25,79.27,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
PNR,60.0,59.99,60.01,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
FSR,30.53,30.52,30.54,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
ATB,62.48,62.47,62.49,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
SPK,51.53,51.52,51.54,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
EEC,46.07,46.06,46.08,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 15:59:25.690973
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
PHR,46.86,46.85,46.87,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
BYL,43.36,43.35,43.37,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
CLD,79.22,79.21,79.23,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
PNR,60.11,60.1,60.12,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
FSR,30.62,30.61,30.63,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
ATB,62.62,62.61,62.63,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
SPK,51.55,51.54,51.56,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
EEC,46.09,46.08,46.1,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 15:59:26.735690
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
PHR,47.2,47.19,47.21,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
BYL,43.43,43.42,43.44,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
CLD,79.37,79.36,79.38,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
PNR,59.96,59.95,59.97,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
FSR,30.68,30.67,30.69,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
ATB,62.71,62.7,62.72,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
SPK,51.72,51.71,51.73,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
EEC,46.32,46.31,46.33,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 15:59:27.804510
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,3.0,1.0,22.0,D2-BYL/CLD,Non-Binding Indication Received,ByteLayer confirms receipt of preliminary non-binding indication of interest at undisclosed valuation.
PHR,47.43,47.42,47.44,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,2.0,1.0,22.0,D2-BYL/CLD,DOJ Provides Conditional Clearance,The Department of Justice issues conditional clearance subject to ongoing monitoring of market conduct post-closing.
BYL,43.51,43.5,43.52,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
CLD,79.56,79.55,79.57,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
PNR,59.83,59.82,59.84,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
FSR,30.66,30.65,30.67,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
ATB,62.89,62.88,62.9,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
SPK,51.59,51.58,51.6,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
EEC,46.14,46.13,46.15,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 15:59:28.848571,,,,,,
TGX,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,0,24,2026-02-04 15:59:29.895830
PHR,47.8,47.79,47.81,50000000.0,50000000.0,0,0,0,0,0,24,2026-02-04 15:59:29.895830
