ticker,last_price,bid_price,ask_price,BUY_ZUAI-5,SELL_ZUAI-5,BUY_ANON,SELL_ANON,SELL_WRSW-6,BUY_WRSW-6,tick,timestamp
CLD,79.31,79.3,79.32,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
PNR,60.09,60.08,60.1,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
FSR,30.44,30.43,30.45,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
ATB,61.98,61.97,61.99,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
SPK,52.91,52.9,52.92,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
EEC,48.01,48.0,48.02,50000000.0,50000000.0,0,0,0,0,2,2026-02-03 08:23:46.775378
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
PHR,47.8,47.79,47.81,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
BYL,43.59,43.58,43.6,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
CLD,79.44,79.43,79.45,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
PNR,60.07,60.06,60.08,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
FSR,30.45,30.44,30.46,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
ATB,61.89,61.88,61.9,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
EEC,47.97,47.96,47.98,50000000.0,50000000.0,0,0,0,0,3,2026-02-03 08:23:47.810367
TGX,43.66,43.65,43.67,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
PHR,47.81,47.8,47.82,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
BYL,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
CLD,79.68,79.67,79.69,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
PNR,60.3,60.29,60.31,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
ATB,62.16,62.15,62.17,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
SPK,52.92,52.91,52.93,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
EEC,48.01,48.0,48.02,50000000.0,50000000.0,0,0,0,0,4,2026-02-03 08:23:48.849900
TGX,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
PHR,47.84,47.83,47.85,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
BYL,43.9,43.89,43.91,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
CLD,80.3,80.29,80.31,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
PNR,60.53,60.52,60.54,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
ATB,62.14,62.13,62.15,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
SPK,53.05,53.04,53.06,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
EEC,48.25,48.24,48.26,50000000.0,50000000.0,0,0,0,0,5,2026-02-03 08:23:49.881116
TGX,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
PHR,48.02,48.01,48.03,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
BYL,43.87,43.86,43.88,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
CLD,80.33,80.32,80.34,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
PNR,60.66,60.65,60.67,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
ATB,62.09,62.08,62.1,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
SPK,53.11,53.1,53.12,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
EEC,48.5,48.49,48.51,50000000.0,50000000.0,0,0,0,0,6,2026-02-03 08:23:50.915280
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
PHR,48.1,48.09,48.11,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
BYL,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
CLD,80.17,80.16,80.18,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
GGD,31.65,31.64,31.66,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
PNR,60.76,60.75,60.77,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
ATB,62.29,62.28,62.3,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
SPK,53.05,53.04,53.06,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
EEC,48.52,48.51,48.53,50000000.0,50000000.0,0,0,0,0,7,2026-02-03 08:23:51.960183
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
PHR,48.3,48.29,48.31,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
BYL,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
CLD,79.86,79.85,79.87,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
GGD,31.6,31.59,31.61,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
PNR,60.75,60.74,60.76,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
ATB,62.33,62.32,62.34,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
SPK,53.12,53.11,53.13,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
EEC,48.6,48.59,48.61,50000000.0,50000000.0,0,0,0,0,8,2026-02-03 08:23:52.995417
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
PHR,48.8,48.79,48.81,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
BYL,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
CLD,79.82,79.81,79.83,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
PNR,60.93,60.92,60.94,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
FSR,30.49,30.48,30.5,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
ATB,62.24,62.23,62.25,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
SPK,52.99,52.98,53.0,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
EEC,48.49,48.48,48.5,50000000.0,50000000.0,0,0,0,0,9,2026-02-03 08:23:54.029341
TGX,43.63,43.62,43.64,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
PHR,48.71,48.7,48.72,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
BYL,43.9,43.89,43.91,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
CLD,80.25,80.24,80.26,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
PNR,60.95,60.94,60.96,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
ATB,62.19,62.18,62.2,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
SPK,52.96,52.95,52.97,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
EEC,48.54,48.53,48.55,50000000.0,50000000.0,0,0,0,0,10,2026-02-03 08:23:55.061968
TGX,43.66,43.65,43.67,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
PHR,48.56,48.55,48.57,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
BYL,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
CLD,80.03,80.02,80.04,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
PNR,61.15,61.14,61.16,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
ATB,62.18,62.17,62.19,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
SPK,53.22,53.21,53.23,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
EEC,48.87,48.86,48.88,50000000.0,50000000.0,0,0,0,0,11,2026-02-03 08:23:56.093501
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
PHR,48.68,48.67,48.69,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
BYL,43.82,43.81,43.83,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
CLD,80.13,80.12,80.14,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
PNR,61.14,61.13,61.15,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
ATB,61.95,61.94,61.96,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
SPK,53.2,53.19,53.21,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
EEC,48.74,48.73,48.75,50000000.0,50000000.0,0,0,0,0,12,2026-02-03 08:23:56.625668
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
PHR,48.8,48.79,48.81,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
BYL,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
CLD,80.04,80.03,80.05,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
PNR,61.12,61.11,61.13,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
ATB,61.7,61.69,61.71,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
SPK,53.07,53.06,53.08,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
EEC,48.47,48.46,48.48,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:23:57.664349
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
PHR,48.69,48.68,48.7,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
BYL,44.04,44.03,44.05,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
CLD,80.27,80.26,80.28,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
PNR,60.95,60.94,60.96,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
ATB,61.52,61.51,61.53,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
SPK,53.3,53.29,53.31,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
EEC,48.82,48.81,48.83,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:23:58.699265
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
PHR,48.66,48.65,48.67,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
BYL,44.16,44.15,44.17,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
CLD,80.54,80.53,80.55,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
GGD,31.52,31.51,31.53,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
PNR,60.83,60.82,60.84,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
ATB,61.47,61.46,61.48,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
SPK,53.43,53.42,53.44,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
EEC,49.03,49.02,49.04,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:23:59.733209
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
PHR,48.43,48.42,48.44,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
BYL,44.21,44.2,44.22,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
CLD,80.7,80.69,80.71,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
GGD,31.51,31.5,31.52,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
PNR,60.9,60.89,60.91,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
ATB,61.33,61.32,61.34,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
SPK,53.31,53.3,53.32,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
EEC,48.93,48.92,48.94,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:24:00.779199
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
PHR,48.34,48.33,48.35,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
BYL,44.16,44.15,44.17,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
CLD,80.62,80.61,80.63,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
GGD,31.52,31.51,31.53,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
PNR,60.83,60.82,60.84,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
ATB,61.48,61.47,61.49,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
SPK,53.28,53.27,53.29,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
EEC,49.01,49.0,49.02,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:24:01.818222
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
PHR,47.82,47.81,47.83,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
BYL,44.16,44.15,44.17,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
CLD,80.57,80.56,80.58,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
PNR,60.9,60.89,60.91,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
ATB,61.72,61.71,61.73,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
SPK,53.31,53.3,53.32,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
EEC,49.05,49.04,49.06,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:24:02.852206
TGX,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
PHR,47.75,47.74,47.76,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
BYL,44.07,44.06,44.08,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
CLD,80.51,80.5,80.52,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
GGD,31.57,31.56,31.58,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
PNR,60.87,60.86,60.88,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
FSR,30.62,30.61,30.63,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
ATB,61.98,61.97,61.99,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
SPK,53.23,53.22,53.24,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
EEC,48.83,48.82,48.84,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:24:03.882110
TGX,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,2.0,1.0,19.0,D5-SPK/EEC,State Renewable Energy Review,California Public Utilities Commission initiates review examining renewable portfolio standards impact.
PHR,48.1,48.09,48.11,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
BYL,43.93,43.92,43.94,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
CLD,80.22,80.21,80.23,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
PNR,60.81,60.8,60.82,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
FSR,30.67,30.66,30.68,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
ATB,62.01,62.0,62.02,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
SPK,53.06,53.05,53.07,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
EEC,48.65,48.64,48.66,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:24:04.915898,,,,,,
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,3.0,1.0,20.0,D3-GGD/PNR,Regulatory Filings Submitted,"Companies submit required filings with FERC, FTC, and relevant state regulatory authorities."
PHR,48.03,48.02,48.04,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
BYL,43.97,43.96,43.98,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
CLD,80.36,80.35,80.37,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
GGD,31.57,31.56,31.58,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
PNR,60.79,60.78,60.8,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
FSR,30.61,30.6,30.62,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
ATB,61.94,61.93,61.95,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
SPK,53.23,53.22,53.24,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
EEC,48.97,48.96,48.98,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:24:05.953508,,,,,,
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
PHR,48.16,48.15,48.17,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
BYL,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
CLD,79.9,79.89,79.91,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
GGD,31.52,31.51,31.53,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
PNR,60.73,60.72,60.74,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
ATB,62.0,61.99,62.01,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
SPK,53.18,53.17,53.19,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
EEC,48.8,48.79,48.81,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:24:06.987896
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
PHR,48.26,48.25,48.27,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
BYL,43.81,43.8,43.82,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
CLD,79.73,79.72,79.74,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
GGD,31.45,31.44,31.46,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
PNR,60.71,60.7,60.72,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
ATB,61.98,61.97,61.99,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
SPK,53.06,53.05,53.07,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
EEC,48.49,48.48,48.5,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:24:08.023567
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,4.0,1.0,23.0,D3-GGD/PNR,Investment Grade Bond Offering Completed,Successfully prices $2.8B of investment grade notes across multiple maturities with strong demand.
PHR,47.92,47.91,47.93,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
BYL,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
CLD,79.67,79.66,79.68,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
GGD,31.43,31.42,31.44,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
PNR,60.88,60.87,60.89,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
ATB,62.02,62.01,62.03,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:24:09.063876,,,,,,
