ticker,last_price,bid_price,ask_price,SELL_ANON,SELL_DUBL-T1,BUY_CITY-D,BUY_CITY-T1,BUY_CITY-P,SELL_CITY-T1,BUY_ANON,BUY_UOTB-D,SELL_CITY-P,SELL_CITY-T2,SELL_LAVL-D,BUY_UOTB-P,BUY_CHUL-P,SELL_CITY-D,BUY_DUBL-P,SELL_UOTB-D,BUY_DUBL-T1,tick,timestamp
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:19:18.262115
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:19:18.262115
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:19:18.262115
NG,2.08,2.06,2.1,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:19:18.811334
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:19:19.851457
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:19:20.887572
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:19:21.922888
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:19:22.962918
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:19:24.003689
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:19:25.042460
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:19:26.100657
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:19:27.140017
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:19:28.174465
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:19:29.215801
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:19:30.256503
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:19:30.818059
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:19:31.900876
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:19:32.936783
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-03 16:19:33.973099
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-03 16:19:35.012461
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-03 16:19:36.044491
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-03 16:19:37.077852
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-03 16:19:38.116991
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-03 16:19:39.153859
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-03 16:19:40.189325
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-03 16:19:41.226383
NG,2.06,2.04,2.08,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-03 16:19:42.270455
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-03 16:19:43.371535
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-day2,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-day3,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-day4,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-day5,0.0,19.59,19.6,288.0,288.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
ELEC-F,30.0,30.0,40.0,,,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-03 16:19:43.957292
NG,2.07,2.05,2.09,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-03 16:19:44.997109
